age,league,height_cm,weight_kg,eur_value,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk,country
26,Spanish Primera División,180,67,11e6,77,80,66,72,72,74,66,65,1,2,3,Medium,Medium,Right,61,73,64,78,54,72,71,57,72,80,67,65,70,78,64,71,65,68,66,77,58,69,80,77,54,71,57,73,67,8,10,9,8,13,73,74,75,76,76,73,71,67,69,70,73,74,75,76,76,73,71,67,69,70,73,75,76,76,71,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Spain
26,Italian Serie A,187,80,9e6,77,79,68,31,36,45,79,76,1,2,2,Medium,High,Left,32,26,83,41,33,39,33,34,37,49,66,70,43,73,47,49,79,66,79,22,80,76,27,33,49,70,80,78,82,14,7,14,9,13,48,43,44,42,46,45,63,76,67,63,48,43,44,42,46,45,63,76,67,63,48,44,42,46,63,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
31,German Bundesliga,181,82,6e6,77,77,78,63,76,74,74,70,2,3,3,Medium,Medium,Left,82,56,63,77,50,73,77,60,76,77,77,78,73,77,72,76,68,77,68,65,69,71,77,72,65,74,76,77,78,9,12,10,13,11,70,74,73,74,75,75,75,73,76,77,70,74,73,74,75,75,75,73,76,77,70,73,74,75,75,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Germany
24,French Ligue 1,185,79,95e5,77,80,70,44,54,63,76,78,2,2,4,Medium,High,Right,35,26,77,71,34,59,47,64,57,69,72,68,64,74,57,73,80,64,83,57,82,74,52,38,41,72,76,78,69,7,10,14,7,11,60,57,59,58,61,58,71,76,69,66,60,57,59,58,61,58,71,76,69,66,60,59,58,61,71,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,France
24,Italian Serie A,176,67,12e6,77,83,66,74,77,75,65,71,1,3,3,Medium,Medium,Right,78,73,53,79,70,75,69,73,76,79,68,64,69,75,69,77,57,80,70,74,65,68,68,75,77,72,63,71,63,9,10,11,8,9,71,74,74,75,76,75,73,67,70,72,71,74,74,75,76,75,73,67,70,72,71,74,75,76,73,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Italy
26,Italian Serie A,185,76,75e5,77,77,79,33,53,60,77,83,2,2,2,Low,High,Left,66,20,74,58,17,60,48,36,56,55,78,79,68,72,58,62,88,77,84,35,85,78,38,34,37,72,75,79,77,12,11,7,8,14,53,55,52,51,56,58,69,76,73,71,53,55,52,51,56,58,69,76,73,71,53,52,51,56,69,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Italy
25,German Bundesliga,183,72,9e6,77,79,83,53,65,68,73,72,2,2,3,High,Medium,Right,76,50,63,72,43,64,60,35,51,72,83,83,77,74,67,66,76,88,66,44,67,76,68,60,55,69,70,75,77,12,14,8,15,11,65,68,67,66,67,70,71,72,76,76,65,68,67,66,67,70,71,72,76,76,65,67,66,67,71,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Germany
24,French Ligue 1,186,77,115e5,77,82,72,61,73,80,62,72,1,3,2,High,Medium,Left,62,51,62,83,28,84,65,38,76,81,73,71,72,66,69,79,69,78,72,77,65,64,75,76,29,79,60,62,59,6,11,12,14,7,69,73,74,76,76,75,71,65,67,69,69,73,74,76,76,75,71,65,67,69,69,74,76,76,71,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,France
27,German Bundesliga,183,75,95e5,77,77,80,77,74,76,67,67,2,3,3,Medium,High,Right,76,73,52,74,68,77,70,76,72,76,81,79,74,75,72,84,72,72,67,82,60,72,75,73,72,67,65,71,66,11,7,14,11,8,74,76,76,75,74,76,71,67,72,73,74,76,76,75,74,76,71,67,72,73,74,76,75,74,71,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany
25,Spanish Primera División,185,83,105e5,77,83,68,48,53,57,76,76,2,2,3,Low,High,Right,31,34,74,68,28,50,40,36,52,65,63,72,59,70,58,75,78,66,79,65,82,71,30,59,28,69,78,77,80,9,6,7,16,8,57,54,56,57,61,55,70,76,69,66,57,54,56,57,61,55,70,76,69,66,57,56,57,61,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
26,German Bundesliga,180,82,9e6,77,80,65,56,66,70,76,77,2,2,4,Low,High,Right,45,50,68,77,40,66,42,43,74,76,65,65,76,74,65,65,73,83,74,62,78,78,62,73,50,74,72,80,75,8,13,11,15,15,65,66,67,70,73,67,76,75,72,72,65,66,67,70,73,67,76,75,72,72,65,67,70,73,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Germany
33,Spanish Primera División,177,74,34e5,77,77,74,48,69,68,76,72,2,3,3,High,Medium,Right,79,36,63,73,49,65,68,38,70,71,71,76,67,81,75,63,78,70,69,58,78,80,66,59,42,67,76,77,78,6,6,15,8,7,62,67,65,66,69,69,74,75,76,76,62,67,65,66,69,69,74,75,76,76,62,65,66,69,74,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spain
21,French Ligue 1,183,71,12e6,77,86,69,35,51,64,78,75,2,2,2,Medium,Medium,Left,34,31,69,69,28,60,39,32,59,70,69,69,65,73,65,47,75,65,79,33,75,78,34,39,43,72,79,78,80,7,8,14,15,9,54,55,55,56,60,57,71,76,70,68,54,55,55,56,60,57,71,76,70,68,54,55,56,60,71,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,France
28,Spanish Primera División,178,73,9e6,77,77,76,78,56,76,34,69,2,3,4,High,Medium,Right,41,82,71,67,77,75,69,64,34,76,77,76,82,74,75,75,77,75,66,74,69,35,78,61,80,75,26,33,21,9,8,9,11,12,76,72,74,71,63,69,51,48,50,53,76,72,74,71,63,69,51,48,50,53,76,74,71,63,51,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
24,English Premier League,180,70,1e7,77,81,60,61,73,70,72,78,1,3,3,Medium,High,Right,67,57,57,79,39,68,69,61,73,76,58,61,67,75,62,71,70,92,73,67,74,76,63,70,62,77,70,75,72,7,15,15,12,6,65,68,68,70,74,70,76,72,73,74,65,68,68,70,74,70,76,72,73,74,65,68,70,74,76,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,England
27,Spanish Primera División,183,81,85e5,77,79,58,61,70,71,72,80,1,2,3,Medium,High,Right,62,55,61,76,48,71,57,50,76,72,60,57,70,81,58,73,81,80,78,61,87,82,62,71,72,80,63,76,74,15,11,8,15,12,66,67,68,70,74,69,76,74,72,72,66,67,68,70,74,69,76,74,72,72,66,68,70,74,76,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Spain
31,English Premier League,173,78,8e6,77,77,74,74,69,78,47,75,2,3,4,High,High,Right,66,74,74,76,76,77,53,50,66,78,76,73,83,84,71,77,91,79,69,68,80,45,82,69,74,70,35,55,34,10,6,14,6,6,76,76,77,76,72,75,63,59,61,63,76,76,77,76,72,75,63,59,61,63,76,77,76,72,63,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
33,French Ligue 1,178,70,34e5,77,77,71,64,76,73,76,73,2,2,3,High,Medium,Right,76,57,71,79,70,70,74,66,75,77,69,72,74,78,74,73,78,76,70,66,75,75,74,75,65,80,78,77,78,8,8,9,6,11,70,72,72,73,75,74,76,76,76,76,70,72,72,73,75,74,76,76,76,76,70,72,73,75,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,France
26,French Ligue 1,177,76,105e5,77,78,87,74,71,77,40,64,2,4,4,High,Medium,Left,76,73,58,72,62,78,72,74,65,76,90,84,82,72,75,78,77,72,65,75,46,48,74,70,65,73,36,33,35,12,13,11,10,7,73,76,75,75,69,76,57,50,59,62,73,76,75,75,69,76,57,50,59,62,73,75,75,69,57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,France
23,English Premier League,173,69,13e6,77,85,87,69,70,82,24,52,2,4,3,High,Medium,Right,72,69,33,72,55,83,69,65,63,79,89,86,91,65,86,71,50,72,47,71,38,22,74,72,57,70,18,26,30,12,14,16,6,10,68,77,75,75,67,76,49,37,51,56,68,77,75,75,67,76,49,37,51,56,68,75,75,67,49,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,England
30,Italian Serie A,186,80,65e5,77,77,63,33,47,57,78,71,2,2,2,Medium,High,Left,34,21,77,58,22,53,31,24,64,62,60,65,52,69,59,63,81,38,83,36,79,80,22,37,26,75,79,77,76,5,6,4,9,10,50,48,49,49,54,49,68,76,66,62,50,48,49,49,54,49,68,76,66,62,50,49,49,54,68,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
26,Italian Serie A,170,67,85e5,77,78,86,49,70,74,72,69,2,2,3,High,Medium,Left,77,27,60,73,53,71,63,60,71,73,88,84,88,75,89,69,92,92,54,73,73,73,59,60,60,73,72,75,75,13,5,9,8,14,61,69,66,68,71,71,73,71,76,77,61,69,66,68,71,71,73,71,76,77,61,66,68,71,73,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Italy
30,Spanish Primera División,185,80,85e5,77,77,76,76,65,73,33,69,2,4,3,Medium,Medium,Right,60,78,76,68,70,73,66,51,60,72,74,77,75,77,64,76,83,66,74,74,59,48,81,71,76,76,23,24,21,9,10,15,14,12,76,73,75,73,67,71,54,49,52,55,76,73,75,73,67,71,54,49,52,55,76,75,73,67,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
26,Italian Serie A,178,75,11e6,77,80,74,69,76,79,66,72,2,3,3,Medium,Medium,Left,72,62,64,80,69,79,70,64,76,79,72,76,79,74,75,78,65,79,70,76,69,70,76,76,56,72,60,68,68,7,8,7,7,9,72,75,75,76,76,76,73,68,72,73,72,75,75,76,76,76,73,68,72,73,72,75,76,76,73,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Italy
23,English Premier League,184,85,12e6,77,83,78,66,77,79,67,75,2,3,3,Medium,Medium,Right,72,55,68,81,68,80,72,68,77,81,78,78,74,72,75,78,51,78,78,78,70,70,70,76,68,74,62,69,66,12,9,15,8,16,72,75,75,76,76,76,73,70,72,73,72,75,75,76,76,76,73,70,72,73,72,75,76,76,73,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,England
29,French Ligue 1,184,82,8e6,77,78,57,31,53,54,78,73,2,2,4,Medium,Medium,Right,49,25,78,69,36,42,28,31,51,68,47,66,60,64,61,28,73,63,75,41,82,78,39,40,43,73,78,79,76,6,8,12,16,11,49,50,49,52,57,52,70,76,69,67,49,50,49,52,57,52,70,76,69,67,49,49,52,57,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,France
29,Italian Serie A,177,76,85e5,77,77,74,58,73,77,76,80,2,2,3,Medium,High,Right,69,45,58,79,60,76,52,52,77,77,76,72,75,76,83,77,91,87,75,70,82,80,66,72,46,74,74,82,78,12,12,11,8,12,67,71,71,73,76,73,79,77,77,77,67,71,71,73,76,73,79,77,77,77,67,71,73,76,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Italy
27,German Bundesliga,182,71,105e5,77,78,76,72,67,80,37,66,1,3,5,Medium,Medium,Right,42,72,70,79,74,80,72,53,59,80,77,76,80,78,78,75,78,68,64,69,65,31,79,79,70,77,28,39,32,14,9,6,6,16,75,75,77,77,71,73,57,51,53,56,75,75,77,77,71,73,57,51,53,56,75,77,77,71,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany
30,German Bundesliga,192,77,65e5,77,77,60,44,60,60,77,77,2,2,2,Medium,Medium,Right,49,32,83,70,22,61,48,23,69,62,52,67,54,70,46,69,83,68,80,55,79,74,42,61,33,69,75,79,76,7,9,12,6,9,58,56,58,59,64,59,72,76,70,68,58,56,58,59,64,59,72,76,70,68,58,58,59,64,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Germany
25,English Premier League,180,74,115e5,77,81,90,77,60,76,29,70,1,3,3,Medium,Medium,Right,63,82,63,68,67,77,69,42,48,74,87,92,78,72,71,78,72,73,77,69,50,33,77,56,72,72,22,26,19,12,9,11,12,7,76,75,75,71,63,73,50,45,52,55,76,75,75,71,63,73,50,45,52,55,76,75,71,63,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,England
25,Italian Serie A,180,77,1e7,77,82,72,37,50,60,78,74,2,2,3,Medium,High,Right,36,30,74,68,31,55,35,28,65,62,70,73,62,70,76,49,71,69,78,41,73,79,31,28,50,67,78,79,77,13,8,11,12,12,53,52,52,53,58,55,71,76,70,68,53,52,52,53,58,55,71,76,70,68,53,52,53,58,71,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
34,German Bundesliga,196,96,47e5,77,77,37,81,70,69,42,69,2,2,2,Low,Medium,Right,70,81,74,69,83,72,86,75,54,77,34,40,43,79,34,83,33,48,87,79,60,50,85,77,72,81,30,44,21,16,6,6,11,9,76,70,74,72,68,68,57,53,50,53,76,70,74,72,68,68,57,53,50,53,76,74,72,68,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany
22,English Premier League,175,73,12e6,77,83,91,72,71,79,35,62,1,3,3,High,Low,Right,75,71,49,74,74,79,74,58,62,75,92,91,85,77,89,72,55,71,64,74,48,21,76,69,67,72,35,37,42,10,13,8,6,13,73,77,76,75,68,76,54,47,57,61,73,77,76,75,68,76,54,47,57,61,73,76,75,68,54,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,England
26,Spanish Primera División,175,73,9e6,77,80,83,61,69,72,75,71,2,2,4,High,Medium,Right,76,50,59,69,66,69,77,55,75,73,83,83,79,70,80,83,78,79,68,68,69,78,58,59,50,67,76,77,80,6,15,16,8,8,66,69,67,67,69,70,74,73,76,76,66,69,67,67,69,70,74,73,76,76,66,67,67,69,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spain
23,Italian Serie A,171,65,12e6,77,82,82,69,71,82,17,50,2,3,4,High,Medium,Left,75,69,40,75,67,83,66,61,62,80,85,79,90,75,84,68,38,69,38,68,60,25,75,68,70,70,12,12,12,11,12,6,8,11,69,77,75,75,67,76,48,34,47,53,69,77,75,75,67,76,48,34,47,53,69,75,75,67,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
30,English Premier League,176,76,85e5,77,77,77,79,68,85,33,65,2,4,4,Medium,Low,Right,66,78,56,72,78,86,81,79,60,87,79,75,87,75,74,80,69,68,62,82,66,38,77,63,70,72,22,34,30,7,16,16,6,12,76,78,78,77,70,76,55,48,54,58,76,78,78,77,70,76,55,48,54,58,76,78,77,70,55,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,England
